,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
2081,Iran Shahr Airport,Iran Shahr,Iran,IHR,OIZI,27.2360992432,60.7200012207,2040,POINT (60.7200012206999986 27.2360992432000018)
2083,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948,2395,POINT (35.9931983947999967 31.7226009369000010)
2084,Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.972700119018555,35.991600036621094,2555,POINT (35.9916000366210938 31.9727001190185547)
2085,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160087585449,35.01810073852539,175,POINT (35.0181007385253906 29.6116008758544886)
2088,King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201,2240,POINT (36.2592009999999974 32.3564000000000007)
2089,Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.226600646972656,47.96889877319336,206,POINT (47.9688987731933594 29.2266006469726562)
2090,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.820899963378906,35.488399505615234,87,POINT (35.4883995056152344 33.8208999633789062)
2091,Rene Mouawad Air Base,Kleiat,Lebanon,KYE,OLKA,34.589298248291016,36.01129913330078,75,POINT (36.0112991333007812 34.5892982482910156)
2092,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433000564575195,54.651100158691406,88,POINT (54.6511001586914062 24.4330005645751953)
2093,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428300857543945,54.458099365234375,16,POINT (54.4580993652343750 24.4283008575439453)
2096,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.248199462900004,54.5476989746,77,POINT (54.5476989746000029 24.2481994629000042)
2100,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.2527999878,55.3643989563,62,POINT (55.3643989563000005 25.2527999877999996)
2101,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112199783325195,56.32400131225586,152,POINT (56.3240013122558594 25.1121997833251953)
2102,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613500595092773,55.93880081176758,102,POINT (55.9388008117675781 25.6135005950927734)
2103,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859992980957,55.5172004699707,111,POINT (55.5172004699707031 25.3285999298095703)
2104,Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099952697754,56.2406005859375,100,POINT (56.2406005859375000 26.1709995269775391)
2105,Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978027344,58.89049911499024,64,POINT (58.8904991149902415 20.6753997802734411)
2106,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.593299865722656,58.284400939941406,48,POINT (58.2844009399414062 23.5932998657226562)
2107,Salalah Airport,Salalah,Oman,SLL,OOSA,17.038700103759766,54.09130096435547,73,POINT (54.0913009643554688 17.0387001037597656)
2108,Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.666000366210938,54.024600982666016,1570,POINT (54.0246009826660156 17.6660003662109375)
2109,Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,32.056098938,72.94840240479999,600,POINT (72.9484024047999924 32.0560989379999981)
2110,Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.364999771118164,72.99479675292969,591,POINT (72.9947967529296875 31.3649997711181641)
2111,Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.233299255371094,62.329498291015625,36,POINT (62.3294982910156250 25.2332992553710938)
2112,Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.918800354003906,74.33360290527344,4796,POINT (74.3336029052734375 35.9188003540039062)
2113,Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.28420066833496,68.44969940185547,185,POINT (68.4496994018554688 28.2842006683349609)
2114,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,POINT (67.1607970000000023 24.9065000000000012)
2115,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.5216007232666,74.40360260009766,712,POINT (74.4036026000976562 31.5216007232666016)
2117,Mangla Airport,Mangla,Pakistan,XJM,OPMA,33.05009841918945,73.63839721679688,902,POINT (73.6383972167968750 33.0500984191894531)
2118,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.3390007019043,73.50859832763672,2691,POINT (73.5085983276367188 34.3390007019042969)
2119,Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,32.5630989074707,71.5707015991211,690,POINT (71.5707015991210938 32.5630989074707031)
2120,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.3351993560791,68.14309692382812,154,POINT (68.1430969238281250 27.3351993560791016)
2122,Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319938659668,71.41909790039062,403,POINT (71.4190979003906250 30.2031993865966797)
2123,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,POINT (68.3900990000000064 26.2194000000000003)
2125,Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.954500198364254,64.13249969482422,3289,POINT (64.1324996948242188 26.9545001983642543)
2126,Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064086914,63.34510040283203,33,POINT (63.3451004028320312 25.2905006408691406)
2127,Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.993900299072266,71.51460266113281,1158,POINT (71.5146026611328125 33.9939002990722656)
2129,Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.251399993896484,66.93779754638672,5267,POINT (66.9377975463867188 30.2513999938964844)
2130,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.383899688720703,70.27960205078125,271,POINT (70.2796020507812500 28.3838996887207031)
2133,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.849700927734375,73.79810333251953,5479,POINT (73.7981033325195312 33.8497009277343750)
2134,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.722000122070312,68.79170227050781,196,POINT (68.7917022705078125 27.7220001220703125)
2135,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.8135986328125,72.35279846191406,3183,POINT (72.3527984619140625 34.8135986328125000)
2136,Sui Airport,Sui,Pakistan,SUL,OPSU,28.645099639892575,69.1769027709961,763,POINT (69.1769027709960938 28.6450996398925746)
2137,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149932861328,68.8384017944336,28,POINT (68.8384017944335938 24.8414993286132812)
2138,Wana Airport,Wana,Pakistan,WAF,OPWN,32.3046989440918,69.57039642333984,4550,POINT (69.5703964233398438 32.3046989440917969)
2139,Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.358400344848636,69.4636001586914,4728,POINT (69.4636001586914062 31.3584003448486364)
2140,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910087585449,47.66210174560547,11,POINT (47.6621017456054688 30.5491008758544886)
2141,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839477539,37.22439956665039,1276,POINT (37.2243995666503906 36.1806983947753906)
2142,Damascus International Airport,Damascus,Syria,DAM,OSDI,33.4114990234375,36.51559829711914,2020,POINT (36.5155982971191406 33.4114990234375000)
2143,Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,OSDZ,35.2854,40.175999,700,POINT (40.1759989999999974 35.2854000000000028)
2144,Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.401100158691406,35.948699951171875,157,POINT (35.9486999511718750 35.4011001586914062)
2145,Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898,1322,POINT (38.3168980000000019 34.5574000000000012)
2146,Doha International Airport,Doha,Qatar,DIA,OTBD,25.261101,51.565102,35,POINT (51.5651020000000031 25.2611010000000000)
2147,Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.7681200504300003,-171.710006714,9,POINT (-171.7100067140000021 -2.7681200504300003)
2148,Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019378662,145.2429962158203,607,POINT (145.2429962158203125 14.1743001937866193)
2149,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.119,145.729004,215,POINT (145.7290040000000033 15.1189999999999998)
2150,Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.929998,627,POINT (144.9299980000000119 13.5839999999999996)
2151,Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.4834003448,144.796005249,298,POINT (144.7960052489999896 13.4834003447999997)
2152,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999199867248535,145.61900329589844,271,POINT (145.6190032958984375 14.9991998672485352)
2153,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760208129883,171.27200317382812,6,POINT (171.2720031738281250 7.0647602081298828)
2155,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.720120429992676,167.73199462890625,9,POINT (167.7319946289062500 8.7201204299926758)
2156,Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.9861600399017332,-157.35000610351562,5,POINT (-157.3500061035156250 1.9861600399017332)
2157,Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021057129,-177.38099670410156,13,POINT (-177.3809967041015625 28.2017002105712891)
2158,Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870193481445,151.84300231933594,11,POINT (151.8430023193359375 7.4618701934814453)
2159,Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792480469,158.20899963378906,10,POINT (158.2089996337890625 6.9850997924804688)
2160,Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.36731,134.544236,176,POINT (134.5442360000000122 7.3673099999999998)
2161,Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,POINT (162.9579929999999877 5.3569800000000001)
2162,Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993,91,POINT (138.0829929999999877 9.4989100000000004)
2163,Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.4279,118.359001,93,POINT (118.3590010000000063 24.4279000000000011)
2166,Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.7549991607666,121.10199737548828,143,POINT (121.1019973754882812 22.7549991607666016)
2167,Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.673900604248047,121.46600341796876,28,POINT (121.4660034179687642 22.6739006042480469)
2168,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075378418,120.3499984741211,31,POINT (120.3499984741210938 22.5771007537841797)
2169,Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962158203,120.39299774169922,85,POINT (120.3929977416992188 23.4617996215820312)
2170,Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.027000427246094,121.53500366210938,44,POINT (121.5350036621093750 22.0270004272460938)
2171,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469993591309,120.62100219726562,663,POINT (120.6210021972656250 24.2646999359130895)
2172,Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.95039939880371,120.20600128173828,63,POINT (120.2060012817382812 22.9503993988037109)
2173,Hsinchu Air Base,Hsinchu,Taiwan,HSZ,RCPO,24.8180007935,120.939002991,26,POINT (120.9390029909999953 24.8180007935000013)
2174,Makung Airport,Makung,Taiwan,MZG,RCQC,23.568700790405277,119.62799835205078,103,POINT (119.6279983520507812 23.5687007904052770)
2176,Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.700199127197266,120.48200225830078,97,POINT (120.4820022583007812 22.7001991271972656)
2177,Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940078735352,121.552001953125,18,POINT (121.5520019531250000 25.0694007873535192)
2178,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,POINT (121.2330019999999990 25.0777000000000001)
2179,Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.367372512817383,119.50277709960938,115,POINT (119.5027770996093750 23.3673725128173828)
2180,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.023099899291992,121.61799621582033,52,POINT (121.6179962158203267 24.0230998992919922)
2181,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.7647018433,140.386001587,141,POINT (140.3860015870000097 35.7647018433000028)
2182,Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145263672,137.92300415039062,2182,POINT (137.9230041503906250 36.1668014526367188)
2183,Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.181098938,140.414993286,105,POINT (140.4149932859999979 36.1810989379999981)
2184,Minami Torishima Airport,Minami Tori Shima,Japan,MUS,RJAM,24.2896995544,153.979003906,22,POINT (153.9790039060000026 24.2896995543999985)
2185,Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.78400039672852,141.322998046875,384,POINT (141.3229980468750000 24.7840003967285192)
2186,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.6622009277,135.363998413,298,POINT (135.3639984129999903 33.6622009276999989)
2188,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.7332992554,143.216995239,505,POINT (143.2169952389999992 42.7332992553999986)
2189,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989013672,141.69200134277344,82,POINT (141.6920013427734375 42.7751998901367188)
2190,Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.7700004578,140.822006226,151,POINT (140.8220062260000134 41.7700004578000019)
2192,Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.8805999756,144.164001465,135,POINT (144.1640014650000126 43.8805999755999991)
2193,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.5774993896,144.960006714,234,POINT (144.9600067140000021 43.5774993895999998)
2195,Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.4042015076,141.800994873,30,POINT (141.8009948730000076 45.4042015075999998)
2196,Iki Airport,Iki,Japan,IKI,RJDB,33.7490005493,129.785003662,41,POINT (129.7850036620000083 33.7490005492999998)
2197,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.930000305200004,131.279006958,23,POINT (131.2790069579999965 33.9300003052000037)
2198,Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.2849006653,129.330993652,213,POINT (129.3309936519999894 34.2849006653000004)
2199,Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.3039016724,143.404006958,80,POINT (143.4040069579999965 44.3039016724000021)
2200,Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.67079925537109,142.44700622558594,721,POINT (142.4470062255859375 43.6707992553710866)
2201,Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.0717010498,139.432998657,161,POINT (139.4329986570000131 42.0717010497999979)
2202,Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.2420005798,141.186004639,112,POINT (141.1860046390000036 45.2420005797999991)
2204,Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.3855991364,130.658996582,124,POINT (130.6589965819999861 30.3855991363999998)
2205,Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630172729492,128.83299255371094,273,POINT (128.8329925537109375 32.6663017272949219)
2206,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.585899353027344,130.4510040283203,32,POINT (130.4510040283203125 33.5858993530273438)
2207,New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.6051006317,130.990997314,768,POINT (130.9909973139999977 30.6051006317000009)
2208,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340003967285,130.718994140625,906,POINT (130.7189941406250000 31.8034000396728516)
2209,Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.877199173,131.449005127,20,POINT (131.4490051269999924 31.8771991730000011)
2211,Oita Airport,Oita,Japan,OIT,RJFO,33.479400634799994,131.736999512,19,POINT (131.7369995120000112 33.4794006347999940)
2212,Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.8459014893,131.035003662,21,POINT (131.0350036620000083 33.8459014892999974)
2213,Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729934692383,130.85499572753906,642,POINT (130.8549957275390625 32.8372993469238281)
2214,Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.916900634799994,129.914001465,15,POINT (129.9140014650000126 32.9169006347999940)
2217,Amami Airport,Amami,Japan,ASJ,RJKA,28.430599212646484,129.71299743652344,27,POINT (129.7129974365234375 28.4305992126464844)
2218,Okierabu Airport,Okierabu,Japan,OKE,RJKB,27.4255008698,128.701004028,101,POINT (128.7010040279999998 27.4255008698000005)
2219,Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.83639907836914,128.88099670410156,17,POINT (128.8809967041015625 27.8363990783691406)
2220,Fukui Airport,Fukui,Japan,FKJ,RJNF,36.1427993774,136.223999023,19,POINT (136.2239990230000046 36.1427993774000029)
2221,Gifu Airport,Gifu,Japan,QGU,RJNG,35.394100189208984,136.8699951171875,128,POINT (136.8699951171875000 35.3941001892089844)
2223,Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991455078,136.40699768066406,36,POINT (136.4069976806640625 36.3945999145507812)
2224,Oki Airport,Oki Island,Japan,OKI,RJNO,36.18109893798828,133.3249969482422,311,POINT (133.3249969482421875 36.1810989379882812)
2225,Toyama Airport,Toyama,Japan,TOY,RJNT,36.64830017089844,137.18800354003906,95,POINT (137.1880035400390625 36.6483001708984375)
2227,Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.4361000061,132.919006348,1088,POINT (132.9190063480000106 34.4361000060999984)
2228,Okayama Airport,Okayama,Japan,OKJ,RJOB,34.7569007874,133.854995728,806,POINT (133.8549957280000058 34.7569007873999993)
2229,Izumo Airport,Izumo,Japan,IZO,RJOC,35.4136009216,132.88999939,15,POINT (132.8899993900000140 35.4136009216000005)
2231,Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.4921989440918,133.23599243164062,20,POINT (133.2359924316406250 35.4921989440917969)
2232,Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.546101,133.669006,42,POINT (133.6690059999999960 33.5461010000000002)
2233,Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184326172,132.6999969482422,25,POINT (132.6999969482421875 33.8272018432617188)
2234,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.785499572753906,135.43800354003906,50,POINT (135.4380035400390625 34.7854995727539062)
2235,Tottori Airport,Tottori,Japan,TTJ,RJOR,35.5301017761,134.167007446,65,POINT (134.1670074460000137 35.5301017760999969)
2236,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,RJOS,34.132801,134.606995,26,POINT (134.6069950000000119 34.1328010000000006)
2237,Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.2141990662,134.01600647,607,POINT (134.0160064700000078 34.2141990662000026)
2240,Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469924926758,140.6909942626953,664,POINT (140.6909942626953125 40.7346992492675781)
2241,Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.4118995667,140.371002197,353,POINT (140.3710021969999957 38.4118995667000007)
2242,Sado Airport,Sado,Japan,SDS,RJSD,38.0601997375,138.414001465,88,POINT (138.4140014650000126 38.0601997374999996)
2243,Hachinohe Airport,Hachinoe,Japan,HHE,RJSH,40.556400299072266,141.46600341796875,152,POINT (141.4660034179687500 40.5564002990722656)
2244,Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.4286003112793,141.13499450683594,297,POINT (141.1349945068359375 39.4286003112792969)
2245,Akita Airport,Akita,Japan,AXT,RJSK,39.6156005859375,140.218994140625,313,POINT (140.2189941406250000 39.6156005859375000)
2246,Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.7032012939,141.367996216,119,POINT (141.3679962159999945 40.7032012939000012)
2247,Sendai Airport,Sendai,Japan,SDJ,RJSS,38.1397018433,140.917007446,15,POINT (140.9170074460000137 38.1397018433000028)
2249,Atsugi Naval Air Facility,Atsugi,Japan,NJA,RJTA,35.4546012878418,139.4499969482422,205,POINT (139.4499969482421875 35.4546012878417969)
2251,Hachijojima Airport,Hachijojima,Japan,HAC,RJTH,33.1150016785,139.785995483,303,POINT (139.7859954829999936 33.1150016785000005)
2255,Oshima Airport,Oshima,Japan,OIM,RJTO,34.7820014954,139.36000061,130,POINT (139.3600006099999860 34.7820014954000030)
2257,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999,35,POINT (139.7799990000000037 35.5522989999999979)
